"Fact nr","Credit nota nr","Client-Auto-ID","Accountnaam","Factuurstraat","Factuurpostcode","Factuurplaats","Factuurland","BTW","Factuur datum","Vervaldag","Uw ref.","Offerteregelitem: totaalprijs","Verzending en afhandeling","Payment Terms","6% BTW.","21% BTW"
"172362","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500526738","524,30","0,00","15","55,99",""
"172362","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500526738","408,89","0,00","15","55,99",""
"172363","","0448","Thuiszorgwinkel hq Midden Vlaanderen CVBA","Industriepark 1","9052","Zwijnaarde","Belgium","BE0536323985","30/08/2017","14/09/2017","116989","242,78","0,00","15","14,57",""
"172364","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","30/08/2017","14/09/2017","bestelling Mark 23/8","226,86","0,00","15","0,00",""
"172365","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","30/08/2017","14/09/2017","bestelling Edo 23/8 - Veenstra","226,86","0,00","15","0,00",""
"172365","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","30/08/2017","14/09/2017","bestelling Edo 23/8 - Veenstra","10,00","0,00","15","0,00",""
"172366","","3657","Thuiszorgwinkel hq Scherpenheuvel","Mannenberg 257","3272","Scherpenheuvel","Belgium","BE0462158775","30/08/2017","14/09/2017","tzw scherpenheuvel - bestelling Sofie Spiritus 23/","17,69","10,00","15","1,66",""
"172367","","2687","Kaphingst Online GmbH","Niederwettersche Straße 1","35094","Lahntal","Germany","DE814218512","30/08/2017","14/09/2017","70044659 - van den Busken","98,28","3,00","15","0,00",""
"172368","","0012","Vigo NV hq","Biezeweg 13","9230","Wetteren","Belgium","BE0444471717","30/08/2017","29/10/2017","4500632593","102,22","0,00","60","6,13",""
"172369","","0448","Thuiszorgwinkel hq Midden Vlaanderen CVBA","Industriepark 1","9052","Zwijnaarde","Belgium","BE0536323985","30/08/2017","14/09/2017","117022","242,78","0,00","15","14,57",""
"172370","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","bestelling De Verkoopfabriek - van Donk","10,00","0,00","15","0,00",""
"172370","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","bestelling De Verkoopfabriek - van Donk","16,53","0,00","15","0,00",""
"172371","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","1244411 - Rijken","181,83","0,00","15","0,00",""
"172371","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","1244411 - Rijken","10,00","0,00","15","0,00",""
"172371","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","1244411 - Rijken","16,53","0,00","15","0,00",""
"172372","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","30/08/2017","14/09/2017","bestelling Mark- 23/8","16,53","0,00","15","0,00",""
"172372","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","30/08/2017","14/09/2017","bestelling Mark- 23/8","181,83","0,00","15","0,00",""
"172373","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","30/08/2017","14/09/2017","bestelling 24/8 - Knegt","10,00","0,00","15","0,00",""
"172373","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","30/08/2017","14/09/2017","bestelling 24/8 - Knegt","375,70","0,00","15","0,00",""
"172374","","6716","Zorg Totaal Groep","Hoorn 13","6713 KR","Ede","Netherlands","NL173938644B01","30/08/2017","14/09/2017","best 09/08-TRAY","20,30","0,00","15","0,00",""
"172375","","2766","Frank BV","Ulgersmaweg 47B","9731 BK","Groningen","Netherlands","NL822613992B01","30/08/2017","14/09/2017","1944186","363,66","0,00","15","0,00",""
"172375","","2766","Frank BV","Ulgersmaweg 47B","9731 BK","Groningen","Netherlands","NL822613992B01","30/08/2017","14/09/2017","1944186","111,00","0,00","15","0,00",""
"172376","","2766","Frank BV","Ulgersmaweg 47B","9731 BK","Groningen","Netherlands","NL822613992B01","30/08/2017","14/09/2017","1951806","16,53","0,00","15","0,00",""
"172376","","2766","Frank BV","Ulgersmaweg 47B","9731 BK","Groningen","Netherlands","NL822613992B01","30/08/2017","14/09/2017","1951806","226,86","0,00","15","0,00",""
"172377","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","30/08/2017","14/09/2017","TZW Kontich - bestelling Diane - 24/8","53,90","0,00","15","3,23",""
"172378","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500527067","21,45","0,00","15","146,20",""
"172378","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500527067","382,25","0,00","15","146,20",""
"172378","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500527067","34,80","0,00","15","146,20",""
"172378","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500527067","1945,90","0,00","15","146,20",""
"172378","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500527067","17,40","0,00","15","146,20",""
"172378","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500527067","34,80","0,00","15","146,20",""
"172379","","0448","Thuiszorgwinkel hq Midden Vlaanderen CVBA","Industriepark 1","9052","Zwijnaarde","Belgium","BE0536323985","30/08/2017","14/09/2017","117021","53,90","0,00","15","33,31",""
"172379","","0448","Thuiszorgwinkel hq Midden Vlaanderen CVBA","Industriepark 1","9052","Zwijnaarde","Belgium","BE0536323985","30/08/2017","14/09/2017","117021","306,67","0,00","15","33,31",""
"172379","","0448","Thuiszorgwinkel hq Midden Vlaanderen CVBA","Industriepark 1","9052","Zwijnaarde","Belgium","BE0536323985","30/08/2017","14/09/2017","117021","194,59","0,00","15","33,31",""
"172380","","2751","Medily - Seniorenwereld - Ravenstaete","Industrieweg-zuid 22-1","3958 VX","Amerongen","Netherlands","NL807294433B01","30/08/2017","14/09/2017","bestelling 25/8 - Jelmer Ravenhorst","17,40","0,00","15","0,00",""
"172380","","2751","Medily - Seniorenwereld - Ravenstaete","Industrieweg-zuid 22-1","3958 VX","Amerongen","Netherlands","NL807294433B01","30/08/2017","14/09/2017","bestelling 25/8 - Jelmer Ravenhorst","181,83","0,00","15","0,00",""
"172380","","2751","Medily - Seniorenwereld - Ravenstaete","Industrieweg-zuid 22-1","3958 VX","Amerongen","Netherlands","NL807294433B01","30/08/2017","14/09/2017","bestelling 25/8 - Jelmer Ravenhorst","17,40","0,00","15","0,00",""
"172381","","1047","Schaeps Orthopedie","Turnhoutsebaan 92-94","2100","Deurne","Belgium","BE0431432145","30/08/2017","14/09/2017","bestelling 21/8 - Marijke Verdickt","524,30","0,00","15","32,50",""
"172381","","1047","Schaeps Orthopedie","Turnhoutsebaan 92-94","2100","Deurne","Belgium","BE0431432145","30/08/2017","14/09/2017","bestelling 21/8 - Marijke Verdickt","17,40","0,00","15","32,50",""
"172382","","1226","Ortho Eghezee - Calaer","Rue de la Chapelle, 15","5310","Eghezee","Belgium","BE0867582945","30/08/2017","14/09/2017","commande Pascale 16/8","64,35","0,00","15","3,86",""
"172383","","6210","Couleur Senior","15 Rue de Plélo","75015","Paris","France","FR89528650252","30/08/2017","14/09/2017","6244-Lucas","551,85","0,00","15","0,00",""
"172383","","6210","Couleur Senior","15 Rue de Plélo","75015","Paris","France","FR89528650252","30/08/2017","14/09/2017","6244-Lucas","10,00","0,00","15","0,00",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","306,67","0,00","15","31,36",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","17,40","0,00","15","31,36",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","35,70","0,00","15","31,36",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","17,40","0,00","15","31,36",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","57,70","0,00","15","31,36",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","27,45","0,00","15","31,36",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","60,45","0,00","15","31,36",""
"172384","","0472","Basilic Ortho Pedia SPRL","Avenue Marie de Hongrie 80A","1082","Bruxelles","Belgium","BE0422269803","30/08/2017","14/09/2017","commande 19/8","0,00","0,00","15","31,36",""
"172385","","0483","PHD Ortho Services","Chaussée de Bruxelles 141","1410","Waterloo","Belgium","BE0860604982","30/08/2017","14/09/2017","commande 19/8","382,80","0,00","15","22,97",""
"172386","","4293","Medipost","Rue Ernest Solvay 27","4000","Liège","Belgium","BE0429783244","30/08/2017","14/09/2017","30736105","511,11","0,00","15","31,71",""
"172386","","4293","Medipost","Rue Ernest Solvay 27","4000","Liège","Belgium","BE0429783244","30/08/2017","14/09/2017","30736105","17,40","0,00","15","31,71",""
"172387","","7373","Paradoc","49A rue Zénobe Gramme","4280","Hannut","Belgium","BE0674980933","30/08/2017","29/09/2017","commande M. Yves Pierre 18.8","-6,52","0,00","30","2,22",""
"172387","","7373","Paradoc","49A rue Zénobe Gramme","4280","Hannut","Belgium","BE0674980933","30/08/2017","29/09/2017","commande M. Yves Pierre 18.8","43,45","0,00","30","2,22",""
"172388","","2890","Silver Generation SA - Sen'up","La Corbeillerie (lieu-dit)
Chemin du Bois de Reumont","6530","Thuin","Belgium","BE0839035053","30/08/2017","14/09/2017","20170822-1019","17,40","0,00","15","5,95",""
"172388","","2890","Silver Generation SA - Sen'up","La Corbeillerie (lieu-dit)
Chemin du Bois de Reumont","6530","Thuin","Belgium","BE0839035053","30/08/2017","14/09/2017","20170822-1019","17,40","0,00","15","5,95",""
"172388","","2890","Silver Generation SA - Sen'up","La Corbeillerie (lieu-dit)
Chemin du Bois de Reumont","6530","Thuin","Belgium","BE0839035053","30/08/2017","14/09/2017","20170822-1019","64,35","0,00","15","5,95",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","217,11","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","31,64","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","15,82","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","266,76","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","15,82","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","79,10","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","15,82","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","53,46","0,00","60","0,00",""
"172389","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500782899","128,00","0,00","60","0,00",""
"172390","","1585","Pasolo","256 Rue Francis de Pressens","69100","Villeurbanne","France","FR63539094201","30/08/2017","14/09/2017","100035429 - Piekarec","717,75","10,00","15","0,00",""
"172391","","1458","Orthopedic Wavre","Chaussée de Namur 51","1300","Wavre","Belgium","BE0433672449","30/08/2017","14/09/2017","commande 23/8 - Laurence Wauters","382,80","0,00","15","22,97",""
"172392","","1324","Qualias hq Thuin Hainaut Cewalor","1, rue des Fauldeurs","6530","Thuin","Belgium","BE0432824886","30/08/2017","14/09/2017","cw-sm-moreau","194,59","0,00","15","11,68",""
"172393","","4063","HMS Grand Est hq Lyon Lumiere","6-8 Rue Antoine Lumière","69008","Lyon","France","FR87423282029","30/08/2017","14/09/2017","97907","226,80","0,00","15","0,00",""
"172393","","4063","HMS Grand Est hq Lyon Lumiere","6-8 Rue Antoine Lumière","69008","Lyon","France","FR87423282029","30/08/2017","14/09/2017","97907","113,40","0,00","15","0,00",""
"172394","","6109","Bastide Olonne sur Mer","7A rue Clément Ader","85340","Olonne sur Mer","France","FR56799581426","30/08/2017","14/09/2017","commande suite au test Olivier Herent","636,00","0,00","15","0,00",""
"172395","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500780251-Niort","507,02","0,00","60","0,00",""
"172395","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500780251-Niort","126,90","0,00","60","0,00",""
"172396","","1226","Ortho Eghezee - Calaer","Rue de la Chapelle, 15","5310","Eghezee","Belgium","BE0867582945","30/08/2017","14/09/2017","cde 17/08","524,30","0,00","15","39,88",""
"172396","","1226","Ortho Eghezee - Calaer","Rue de la Chapelle, 15","5310","Eghezee","Belgium","BE0867582945","30/08/2017","14/09/2017","cde 17/08","140,40","0,00","15","39,88",""
"172397","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","30/08/2017","14/09/2017","7304710","181,83","10,00","15","0,00",""
"172397","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","30/08/2017","14/09/2017","7304710","16,53","10,00","15","0,00",""
"172397","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","30/08/2017","14/09/2017","7304710","16,53","10,00","15","0,00",""
"172397","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","30/08/2017","14/09/2017","7304710","55,86","10,00","15","0,00",""
"172398","","1324","Qualias hq Thuin Hainaut Cewalor","1, rue des Fauldeurs","6530","Thuin","Belgium","BE0432824886","30/08/2017","14/09/2017","cw-sm-biot","194,59","0,00","15","11,68",""
"172399","","5038","Bastide Annecy","Savoie Confort Médical
28 Av de la Republique","74960","Cran - Gevrier","France","FR61507835627","30/08/2017","14/09/2017","5613 première partie","507,02","0,00","15","0,00",""
"172399","","5038","Bastide Annecy","Savoie Confort Médical
28 Av de la Republique","74960","Cran - Gevrier","France","FR61507835627","30/08/2017","14/09/2017","5613 première partie","217,11","0,00","15","0,00",""
"172399","","5038","Bastide Annecy","Savoie Confort Médical
28 Av de la Republique","74960","Cran - Gevrier","France","FR61507835627","30/08/2017","14/09/2017","5613 première partie","15,82","0,00","15","0,00",""
"172400","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500526405-TADJ","1287,00","0,00","15","77,22",""
"172401","","1226","Ortho Eghezee - Calaer","Rue de la Chapelle, 15","5310","Eghezee","Belgium","BE0867582945","31/08/2017","15/09/2017","canne Tango livré à Lennox à la place du LGIsilver","64,35","0,00","15","3,86",""
"172402","","2515","Harmonie Medical Service hq","2 avenue des hauts de la chaume","86280","Saint Benoit","France","FR30403324163","31/08/2017","15/09/2017","0200481631","551,85","10,00","15","0,00",""
"172403","","6210","Couleur Senior","15 Rue de Plélo","75015","Paris","France","FR89528650252","31/08/2017","15/09/2017","6289 - Philippe","133,38","0,00","15","0,00",""
"172403","","6210","Couleur Senior","15 Rue de Plélo","75015","Paris","France","FR89528650252","31/08/2017","15/09/2017","6289 - Philippe","10,00","0,00","15","0,00",""
"172404","","0484","Ortheis hq - Braine L'Alleud","Chaussée de Namur 43","1457","Walhin","Belgium","BE0893119481","31/08/2017","15/09/2017","2855","17,40","0,00","15","13,33",""
"172404","","0484","Ortheis hq - Braine L'Alleud","Chaussée de Namur 43","1457","Walhin","Belgium","BE0893119481","31/08/2017","15/09/2017","2855","140,40","0,00","15","13,33",""
"172404","","0484","Ortheis hq - Braine L'Alleud","Chaussée de Namur 43","1457","Walhin","Belgium","BE0893119481","31/08/2017","15/09/2017","2855","64,35","0,00","15","13,33",""
"172405","","1067","Toussaint hq - Fleurus","Rue de Montigny 23","6000","Charleroi","Belgium","BE0416731202","31/08/2017","15/09/2017","commande MM. Baudoux 25/8","191,40","0,00","15","49,97",""
"172405","","1067","Toussaint hq - Fleurus","Rue de Montigny 23","6000","Charleroi","Belgium","BE0416731202","31/08/2017","15/09/2017","commande MM. Baudoux 25/8","382,80","0,00","15","49,97",""
"172405","","1067","Toussaint hq - Fleurus","Rue de Montigny 23","6000","Charleroi","Belgium","BE0416731202","31/08/2017","15/09/2017","commande MM. Baudoux 25/8","258,70","0,00","15","49,97",""
"172406","","6409","Nestor Nestor - BR Service","Galibier SPRL
Avenue Armand Huysmanslaan 237","1050","Bruxelles","Belgium","BE0848369621","31/08/2017","15/09/2017","commande Nicolas 28/8","238,80","0,00","15","19,69",""
"172406","","6409","Nestor Nestor - BR Service","Galibier SPRL
Avenue Armand Huysmanslaan 237","1050","Bruxelles","Belgium","BE0848369621","31/08/2017","15/09/2017","commande Nicolas 28/8","89,40","0,00","15","19,69",""
"172407","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","31/08/2017","30/10/2017","4500783965 première partie","63,45","0,00","60","0,00",""
"172407","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","31/08/2017","30/10/2017","4500783965 première partie","128,00","0,00","60","0,00",""
"172408","","2440","Bastide Roanne","759 Avenue Charles De Gaulle","42153","Riorges","France","FR14793864620","31/08/2017","15/09/2017","Commande 28/8 - Fabienne Guyot","133,38","0,00","15","0,00",""
"172408","","2440","Bastide Roanne","759 Avenue Charles De Gaulle","42153","Riorges","France","FR14793864620","31/08/2017","15/09/2017","Commande 28/8 - Fabienne Guyot","174,01","0,00","15","0,00",""
"172408","","2440","Bastide Roanne","759 Avenue Charles De Gaulle","42153","Riorges","France","FR14793864620","31/08/2017","15/09/2017","Commande 28/8 - Fabienne Guyot","113,40","0,00","15","0,00",""
"172409","","1353","Thuiszorgwinkel Sint-Joris-Winge Vivantia","Leuvensesteenweg 204","3390","Sint-Joris-Wingene","Belgium","BE0462158775","31/08/2017","15/09/2017","TZW SJW - bestelling Pascale Brughmans","17,69","0,00","15","3,18",""
"172409","","1353","Thuiszorgwinkel Sint-Joris-Winge Vivantia","Leuvensesteenweg 204","3390","Sint-Joris-Wingene","Belgium","BE0462158775","31/08/2017","15/09/2017","TZW SJW - bestelling Pascale Brughmans","17,69","0,00","15","3,18",""
"172409","","1353","Thuiszorgwinkel Sint-Joris-Winge Vivantia","Leuvensesteenweg 204","3390","Sint-Joris-Wingene","Belgium","BE0462158775","31/08/2017","15/09/2017","TZW SJW - bestelling Pascale Brughmans","17,69","0,00","15","3,18",""
"172410","","0581","Braces by Orthigo","Groeningelaan 10","8500","Kortrijk","Belgium","BE0810816466","31/08/2017","15/09/2017","PI/FRA","102,22","0,00","15","6,13",""
"172411","","3657","Thuiszorgwinkel hq Scherpenheuvel","Mannenberg 257","3272","Scherpenheuvel","Belgium","BE0462158775","31/08/2017","15/09/2017","TZW Scherpenheuvel - bestelling Sofie 28/8","972,95","0,00","15","58,38",""
"172412","","0462","Bandagisterie Cinquantenaire Bracke","Av. de la Chevalerie, 22","1000","Bruxelles","Belgium","BE0843012449","31/08/2017","15/09/2017","bestelling 29/8","191,40","0,00","15","11,48",""
"172413","","0567","Spronken Orthopedie NV","Transportlaan 9","3600","Genk","Belgium","BE419238552","31/08/2017","15/09/2017","IOR17/00513","191,40","0,00","15","11,48",""
"172414","","4270","Zorgbedrijf Antwerpen","T.a.v. Crediteurenbeheer
Ballaarstraat 35","2018","Antwerpen","Belgium","BE0809699184","31/08/2017","15/09/2017","ZB nr 00529","17,40","0,00","15","15,97",""
"172414","","4270","Zorgbedrijf Antwerpen","T.a.v. Crediteurenbeheer
Ballaarstraat 35","2018","Antwerpen","Belgium","BE0809699184","31/08/2017","15/09/2017","ZB nr 00529","238,80","0,00","15","15,97",""
"172414","","4270","Zorgbedrijf Antwerpen","T.a.v. Crediteurenbeheer
Ballaarstraat 35","2018","Antwerpen","Belgium","BE0809699184","31/08/2017","15/09/2017","ZB nr 00529","10,00","0,00","15","15,97",""
"172415","","1394","Thuiszorgwinkel Boortmeerbeek Vivantia","Leuvensesteenweg 290","3190","Boortmeerbeek","Belgium","BE0462158775","31/08/2017","15/09/2017","TZW Boortmeerbeek - bestelling Sylvia - K.Geens","20,30","10,00","15","1,82",""
"172416","","6093","HipSupport.nl - INGMI","Stationsplein 7","7811 GW","Emmen","Netherlands","NL102733235B04","31/08/2017","15/09/2017","ORD20161004 en ORD20161005","10,00","0,00","15","0,00",""
"172416","","6093","HipSupport.nl - INGMI","Stationsplein 7","7811 GW","Emmen","Netherlands","NL102733235B04","31/08/2017","15/09/2017","ORD20161004 en ORD20161005","16,53","0,00","15","0,00",""
"172416","","6093","HipSupport.nl - INGMI","Stationsplein 7","7811 GW","Emmen","Netherlands","NL102733235B04","31/08/2017","15/09/2017","ORD20161004 en ORD20161005","226,86","0,00","15","0,00",""
"172417","","3628","Alexander Orthopedie","Maurice Verdoncklaan 20a","9050","Gentbrugge","Belgium","BE0893434039","31/08/2017","15/09/2017","bbestelling Alexander 29/8","191,40","0,00","15","11,48",""
"172418","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527378","0,00","0,00","15","15,93",""
"172418","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527378","178,48","0,00","15","15,93",""
"172418","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527378","87,00","0,00","15","15,93",""
"172419","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527262","29,00","0,00","15","17,40",""
"172419","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527262","145,00","0,00","15","17,40",""
"172419","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527262","29,00","0,00","15","17,40",""
"172419","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527262","29,00","0,00","15","17,40",""
"172419","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527262","29,00","0,00","15","17,40",""
"172419","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","31/08/2017","15/09/2017","4500527262","29,00","0,00","15","17,40",""
"172420","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","31/08/2017","15/09/2017","bestellingen 28/28/27/25 augustus","55,86","0,00","15","0,00",""
"172420","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","31/08/2017","15/09/2017","bestellingen 28/28/27/25 augustus","181,83","0,00","15","0,00",""
"172420","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","31/08/2017","15/09/2017","bestellingen 28/28/27/25 augustus","266,76","0,00","15","0,00",""
"172420","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","31/08/2017","15/09/2017","bestellingen 28/28/27/25 augustus","133,38","0,00","15","0,00",""


"Report Invoices export to Octopus"
"Copyright (c) 2000-2017 salesforce.com, inc. Alle rechten voorbehouden."
"Vertrouwelijke gegevens - niet verspreiden"
"Gegenereerd door:  Gauthier Van Daele  4/09/2017 17:32"
"FellowRoll Belux"
